acao_realizada;caracteristica_acao;n_profissionais_atendidos;descricao_acao;data_acao;data_publicacao;municipio_atendido;user_id
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;14/01/2022;17/08/2022;Denise;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas 2021 do Cofinanciamento Estadual;14/01/2022;17/08/2022;Sorriso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;14/01/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;14/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;14/01/2022;17/08/2022;Nova Brasilândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;14/01/2022;17/08/2022;Querência;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;14/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;"Orientação referente a vincular e delegar perfil pra tecnico de referencia
";14/01/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação à recuperação de senha no sistema SAA;14/01/2022;17/08/2022;Jangada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de como indicar adjunto no sistema SAA;14/01/2022;17/08/2022;Brasnorte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;13/01/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;13/01/2022;17/08/2022;Ribeirão Cascalheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;13/01/2022;17/08/2022;Paranaíta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;13/01/2022;17/08/2022;Colíder;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a ativação de acesso aos sistemas Rede SUAS - SAA;13/01/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a ação de vincular e delegar perfil pra tecnica no sistema SAA;13/01/2022;17/08/2022;Porto Alegre do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de ativação de acesso aos sistemas REDE SUAS - SAA;13/01/2022;17/08/2022;Castanheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Atendimento referente a ativação de perfil de acesso aos sistemas REDE SUAS - SAA;13/01/2022;17/08/2022;Jangada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Atendimento referente a ativação de perfil de acesso aos sistemas REDE SUAS -SAA;13/01/2022;17/08/2022;Pedra Preta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação passo a passo sobre quem delega o perfil decarteirinha do idoso ao tecnico de referencia;13/01/2022;17/08/2022;Araguaiana;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de como acessar a carteirinha do idoso;13/01/2022;17/08/2022;Araguaiana;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a ação de vincular e delegar perfil no sistema SAA;13/01/2022;17/08/2022;Barra do Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;26/01/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;27/01/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;27/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;27/01/2022;17/08/2022;Rondonópolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;12/01/2022;17/08/2022;Santo Antônio do Leste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Plano de ação 2022 FEAS;12/01/2022;17/08/2022;Matupá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o CNEAS;12/01/2022;17/08/2022;Várzea Grande;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre reprogramação de saldos;12/01/2022;17/08/2022;Santo Antônio do Leverger;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão financeira do SUAS;12/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Esclarecimento sobre quais serviços são custeados pelo SUAS e o que são da política de Saúde;12/01/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos do SUAS;12/01/2022;17/08/2022;Confresa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;27/01/2022;17/08/2022;Peixoto de Azevedo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a atualização do sistema cadsuas (cadastro de coordenadora) no centro de convivencia;12/01/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao acesso da presidente do CMAS aos sistemas SAA e atualização do cadsuas;12/01/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao acesso do censo SUAS 2021;12/01/2022;17/08/2022;Pedra Preta;1
Outras Ações;Outros;0;Vinculação de perfil carteirinha do idoso no sistema SAA pra servidora da SSS/SAAS/SETASC MT;12/01/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de acesso ao Censo SUAS 2021;12/01/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Ligação para cobrar o CENSO SUAS Conselho.;27/01/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Whats e Ligação para cobrar o CENSO SUAS Conselho.;27/01/2022;17/08/2022;São José do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;27/01/2022;17/08/2022;Juara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;27/01/2022;17/08/2022;Planalto da Serra;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;27/01/2022;17/08/2022;Guiratinga;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Respostas de demandas por e-mail informando ao município de Nortelândia a diferença e importância do Censo SUAS e Relatório Anual.;27/01/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;28/01/2022;17/08/2022;Castanheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;28/01/2022;17/08/2022;Campos de Júlio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre reprogramação de saldos;11/01/2022;17/08/2022;Nova Monte Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;11/01/2022;17/08/2022;Glória D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;11/01/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;11/01/2022;17/08/2022;Nova Guarita;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre acesso a Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento Estadual;11/01/2022;17/08/2022;Porto Esperidião;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão financeira do SUAS;11/01/2022;17/08/2022;Feliz Natal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações via email sobre contratação de profissionais;11/01/2022;17/08/2022;Chapada dos Guimarães;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Atendimento referente a recuperação de acesso aos sistemas SAA;11/01/2022;17/08/2022;Castanheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;28/01/2022;17/08/2022;Rio Branco;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;28/01/2022;17/08/2022;Glória D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;28/01/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Informado sobre o encerramento do CENSO SUAS conselho.;28/01/2022;17/08/2022;São José do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;10/01/2022;17/08/2022;Ponte Branca;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;10/01/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;10/01/2022;17/08/2022;Campos de Júlio;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão financeira do SUAS;10/01/2022;17/08/2022;Indiavaí;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações referentes aos sistemas cadsuas (atualização) e SAA (vincular e delegar perfil);10/01/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Preenchimento RA 2021;31/01/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Preenchimento RA 2021;31/01/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Preenchimento do RA 2021;01/02/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o preenchimento do Relatório Anual 2021;01/02/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Informações sobre os prazos do Plano de Ação e Plano de Contas;03/02/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Sugestões para elaboração do Plano Municipal de Assistência Social;07/02/2022;17/08/2022;Porto Alegre do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;PMAS;08/02/2022;17/08/2022;Santa Rita do Trivelato;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;07/01/2022;17/08/2022;Denise;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;07/01/2022;17/08/2022;Santo Antônio do Leverger;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;07/01/2022;17/08/2022;Tesouro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;07/01/2022;17/08/2022;Guarantã do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;07/01/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;07/01/2022;17/08/2022;Tesouro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de recuperação do acesso aos sistemas SAA/RMA;07/01/2022;17/08/2022;Santo Antônio do Leste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referenta ao acesso ao sistema SAA;07/01/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de recuperação de acesso ao sistema SAA;07/01/2022;17/08/2022;Campo Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a troca de adjunta no sistema SAA;07/01/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação pra presidente do CMAS referente a recuperação de senha do gov.br;07/01/2022;17/08/2022;Castanheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de recuperação de acesso ao portal de cursos do ministerio da cidadania;07/01/2022;17/08/2022;Alta Floresta;1
Outras Ações;Outros;0;Informe sobre o Status do Relatório Anual e o Censo SUAS 2021.;08/02/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Perfil VS municipal de acordo com o RA 2021;16/02/2022;17/08/2022;Juína;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Envio de link de preenchimento do formulário de atualização dos dados das unidades gestoras e da rede socioassistencial do SUAS MT;16/02/2022;17/08/2022;Poxoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações gerais sobre a implantação da VS municipal;17/02/2022;17/08/2022;Juína;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre a elaboração do PMAS;21/02/2022;17/08/2022;Curvelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Envio de e-mail solicitando o reenvio da Resolução de aprovação do PMAS devidamente assinada pelo presidente do CMAS.;21/02/2022;17/08/2022;São José do Rio Claro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre reprogramação de saldos;06/01/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre reprogramação de saldos;06/01/2022;17/08/2022;Tabaporã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre censo suas - fundo;06/01/2022;17/08/2022;Pedra Preta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre acesso a Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento Estadual;06/01/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações para finalização da prestação de contas 2020;06/01/2022;17/08/2022;Serra Nova Dourada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão financeira do SUAS;06/01/2022;17/08/2022;Lambari D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de acesso aos sistemas SAA pela presisdente do CMAS;06/01/2022;17/08/2022;Campo Verde;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação de acesso aos sistemas Rede suas pela presidente do CMAS;06/01/2022;17/08/2022;Pontes e Lacerda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre reprogramação de saldos;05/01/2022;17/08/2022;Nobres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação demonstrativo e formulário de emals;05/01/2022;17/08/2022;Itanhangá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o demonstrativo 2020;05/01/2022;17/08/2022;Serra Nova Dourada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre recursos financeiros, IDG PBF;05/01/2022;17/08/2022;Jauru;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Material informativo sobre pessoas em siatuacao de pobreza e extrema pobreza no cad, por município para a SESP (Adriana) subsidiar projeto de sua secretaria;22/02/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Censo FMAS;04/01/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento Demonstrativo 2020;04/01/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação SAA sobre o recuperação do acesso da tecnica ao Acessuas;04/01/2022;17/08/2022;Várzea Grande;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;Perfil Monitoramento CPF (atualização) dos municipios com recursos federais suspensos: Poxoreu, Rondolandia, Ponte Branca, Feliz Natal, Dom Aquino, Reserva do Cabaçal, Chapada dos Guimarães, São José do Povo.;23/02/2022;17/08/2022;**Grupo de municípios;1
Apoio Tecnico Não Presencial (ATNP);Normas, orientações técnicas e materiais informativos;0;RA 2021 - Sistematização, formatação, limpeza de dados pessoais disponibilização da planilha no Blog da VS;01/03/2022;17/08/2022;*Não se aplica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Reprogramação de saldos;03/01/2022;17/08/2022;Guiratinga;1
